TransactionID,ProductID,ProductName,ProductCategory,WarehouseLocation,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
446,2022,Fork Set,General,Main,Sale,2025-08-07 00:00:00,-25,95.29,-2382.25,SO-48490,Customer Sale,1618,1593,system,Transaction processed for Main location,system,2025-08-07 00:00:00
447,3053,Waterproof Ski Pants,General,Backup,Transfer,2025-11-30 00:00:00,-36,134.38,-4837.68,TRF-9922,Warehouse Transfer,96,60,warehouse1,Transaction processed for Backup location,system,2025-11-30 00:00:00
448,1562,PowerBurner Camping Stove,General,Backup,Receipt,2025-09-21 00:00:00,69,280.07,19325.06,PO-3925,Purchase Order Receipt,1,70,warehouse1,Transaction processed for Backup location,system,2025-09-21 00:00:00
449,1572,MountainDream Sleeping Bag,General,Main,Receipt,2025-03-12 00:00:00,105,303.59,31877.21,PO-9490,Purchase Order Receipt,332,437,warehouse2,Transaction processed for Main location,system,2025-03-12 00:00:00
450,3013,Beginner's Choice Alpine Skis - 160cm,General,Backup,Sale,2025-01-09 00:00:00,-9,73.13,-658.17,SO-34234,Customer Sale,98,89,system,Transaction processed for Backup location,system,2025-01-09 00:00:00
451,2091,Spatula,General,Main,Adjustment,2025-11-14 00:00:00,8,245.38,1963.04,ADJ-451,Physical Count,73,81,warehouse1,Transaction processed for Main location,system,2025-11-14 00:00:00
452,1563,CompactCook Camping Stove,General,Backup,Sale,2026-02-15 00:00:00,-8,78.89,-631.12,SO-24879,Customer Sale,133,125,system,Transaction processed for Backup location,system,2026-02-15 00:00:00
453,1542,TrailWalker Hiking Shoes,General,Backup,Sale,2025-08-13 00:00:00,-43,231.16,-9939.88,SO-55129,Customer Sale,451,408,warehouse2,Transaction processed for Backup location,system,2025-08-13 00:00:00
454,3033,Women's Performance Ski Boots,General,Backup,Receipt,2025-03-10 00:00:00,99,280.32,27752.16,PO-9668,Purchase Order Receipt,95,194,system,Transaction processed for Backup location,system,2025-03-10 00:00:00
455,3022,Backcountry Explorer XC Skis - 190cm,General,Main,Adjustment,2026-01-19 00:00:00,-15,298.74,-4481.1,ADJ-455,Physical Count,82,67,system,Transaction processed for Main location,system,2026-01-19 00:00:00
456,3061,Professional Ski Helmet,General,Main,Damage,2025-04-21 00:00:00,-4,222.2,-888.8,DMG-456,Shipping Damage,79,75,system,Transaction processed for Main location,system,2025-04-21 00:00:00
457,1542,TrailWalker Hiking Shoes,General,Main,Receipt,2026-01-18 00:00:00,116,242.67,28150.17,PO-4968,Purchase Order Receipt,983,1099,warehouse1,Transaction processed for Main location,system,2026-01-18 00:00:00
458,3102,Winter Hiking Boots - Waterproof,General,Main,Adjustment,2025-08-26 00:00:00,-8,205.86,-1646.88,ADJ-458,System Correction,37,29,system,Transaction processed for Main location,system,2025-08-26 00:00:00
459,3012,Mountain Master All-Terrain Skis - 165cm,General,Main,Transfer,2025-12-06 00:00:00,-37,165.61,-6127.57,TRF-8323,Warehouse Transfer,118,81,system,Transaction processed for Main location,system,2025-12-06 00:00:00
460,3092,All-Mountain Snowboard - 158cm,General,Main,Receipt,2025-08-06 00:00:00,32,25.64,820.44,PO-4934,Purchase Order Receipt,119,151,system,Transaction processed for Main location,system,2025-08-06 00:00:00
461,1581,LED Headlamp - Rechargeable,General,Backup,Sale,2025-10-19 00:00:00,-21,214.15,-4497.15,SO-21356,Customer Sale,12,-9,system,Transaction processed for Backup location,system,2025-10-19 00:00:00
462,1571,CozyNights Sleeping Bag,General,Main,Sale,2025-01-07 00:00:00,-50,277.24,-13862.0,SO-88161,Customer Sale,398,348,warehouse1,Transaction processed for Main location,system,2025-01-07 00:00:00
463,1532,TrailBlaze Hiking Pants,General,Main,Receipt,2025-11-30 00:00:00,129,96.38,12432.74,PO-3833,Purchase Order Receipt,109,238,system,Transaction processed for Main location,system,2025-11-30 00:00:00
464,3104,Ski Tuning Bench - Portable,General,Main,Sale,2025-02-25 00:00:00,-33,272.16,-8981.28,SO-37287,Customer Sale,18,-15,system,Transaction processed for Main location,system,2025-02-25 00:00:00
465,1552,TrekMaster Camping Chair,General,Regional,Sale,2025-05-30 00:00:00,-42,246.74,-10363.08,SO-90213,Customer Sale,206,164,warehouse1,Transaction processed for Regional location,system,2025-05-30 00:00:00
466,2112,4-Slice Toaster,General,Main,Sale,2025-12-26 00:00:00,-39,290.16,-11316.24,SO-69455,Customer Sale,858,819,system,Transaction processed for Main location,system,2025-12-26 00:00:00
467,1532,TrailBlaze Hiking Pants,General,Main,Receipt,2025-07-03 00:00:00,21,100.16,2103.27,PO-3419,Purchase Order Receipt,17,38,system,Transaction processed for Main location,system,2025-07-03 00:00:00
468,3053,Waterproof Ski Pants,General,Main,Sale,2026-01-17 00:00:00,-5,134.38,-671.9,SO-91457,Customer Sale,17,12,warehouse2,Transaction processed for Main location,system,2026-01-17 00:00:00
469,3013,Beginner's Choice Alpine Skis - 160cm,General,Backup,Sale,2025-09-27 00:00:00,-35,73.13,-2559.55,SO-13450,Customer Sale,56,21,warehouse1,Transaction processed for Backup location,system,2025-09-27 00:00:00
470,3091,Freestyle Snowboard - 155cm,General,Main,Sale,2025-05-17 00:00:00,-38,49.71,-1888.98,SO-51761,Customer Sale,117,79,system,Transaction processed for Main location,system,2025-05-17 00:00:00
471,3071,Ski Boot Bag - Premium,General,Backup,Adjustment,2025-02-15 00:00:00,-3,260.45,-781.35,ADJ-471,System Correction,45,42,system,Transaction processed for Backup location,system,2025-02-15 00:00:00
472,3042,Aluminum All-Mountain Poles - 115cm,General,Backup,Sale,2025-09-24 00:00:00,-37,35.12,-1299.44,SO-79905,Customer Sale,40,3,system,Transaction processed for Backup location,system,2025-09-24 00:00:00
473,2012,Espresso Machine,General,Backup,Transfer,2025-06-16 00:00:00,-12,254.94,-3059.28,TRF-4000,Warehouse Transfer,568,556,system,Transaction processed for Backup location,system,2025-06-16 00:00:00
474,3012,Mountain Master All-Terrain Skis - 165cm,General,Backup,Sale,2025-06-24 00:00:00,-21,165.61,-3477.81,SO-79863,Customer Sale,37,16,warehouse2,Transaction processed for Backup location,system,2025-06-24 00:00:00
475,1521,Adventurer Pro Backpack,General,Main,Sale,2025-01-03 00:00:00,-20,265.0,-5300.0,SO-53076,Customer Sale,492,472,system,Transaction processed for Main location,system,2025-01-03 00:00:00
476,2091,Spatula,General,Backup,Receipt,2025-04-11 00:00:00,138,254.41,35107.93,PO-9794,Purchase Order Receipt,76,214,warehouse2,Transaction processed for Backup location,system,2025-04-11 00:00:00
477,3102,Winter Hiking Boots - Waterproof,General,Main,Transfer,2025-05-09 00:00:00,-38,205.86,-7822.68,TRF-1477,Warehouse Transfer,74,36,warehouse2,Transaction processed for Main location,system,2025-05-09 00:00:00
478,3053,Waterproof Ski Pants,General,Main,Receipt,2025-03-06 00:00:00,192,136.37,26183.74,PO-8442,Purchase Order Receipt,148,340,system,Transaction processed for Main location,system,2025-03-06 00:00:00
479,3052,Thermal Base Layer Set - Women's,General,Main,Transfer,2025-04-22 00:00:00,-40,137.35,-5494.0,TRF-9539,Warehouse Transfer,63,23,warehouse1,Transaction processed for Main location,system,2025-04-22 00:00:00
480,1511,Alpine Explorer Tent,General,Main,Sale,2025-07-10 00:00:00,-15,192.56,-2888.4,SO-94379,Customer Sale,696,681,warehouse1,Transaction processed for Main location,system,2025-07-10 00:00:00
481,3011,Alpine Pro Racing Skis - 170cm,General,Main,Sale,2025-11-16 00:00:00,-9,221.46,-1993.14,SO-81363,Customer Sale,3,-6,warehouse1,Transaction processed for Main location,system,2025-11-16 00:00:00
482,1571,CozyNights Sleeping Bag,General,Main,Sale,2025-12-11 00:00:00,-30,277.24,-8317.2,SO-57921,Customer Sale,321,291,warehouse2,Transaction processed for Main location,system,2025-12-11 00:00:00
483,2111,High-Speed Blender,General,Backup,Return,2025-03-01 00:00:00,1,44.31,44.31,RET-89406,Customer Return,906,907,warehouse1,Transaction processed for Backup location,system,2025-03-01 00:00:00
484,3051,Insulated Ski Jacket - Men's,General,Backup,Sale,2026-02-21 00:00:00,-47,306.66,-14413.02,SO-20397,Customer Sale,90,43,warehouse2,Transaction processed for Backup location,system,2026-02-21 00:00:00
485,3042,Aluminum All-Mountain Poles - 115cm,General,Backup,Sale,2026-01-28 00:00:00,-14,35.12,-491.68,SO-35375,Customer Sale,90,76,warehouse2,Transaction processed for Backup location,system,2026-01-28 00:00:00
486,1572,MountainDream Sleeping Bag,General,Main,Sale,2025-10-28 00:00:00,-12,291.37,-3496.44,SO-73828,Customer Sale,233,221,warehouse1,Transaction processed for Main location,system,2025-10-28 00:00:00
487,1532,TrailBlaze Hiking Pants,General,Main,Adjustment,2025-04-20 00:00:00,9,100.6,905.4,ADJ-487,Physical Count,54,63,warehouse1,Transaction processed for Main location,system,2025-04-20 00:00:00
488,3101,Winter Boots - Insulated,General,Backup,Return,2025-08-15 00:00:00,4,177.78,711.14,RET-81960,Customer Return,39,43,warehouse2,Transaction processed for Backup location,system,2025-08-15 00:00:00
489,1531,Summit Breeze Jacket,General,Main,Sale,2025-10-09 00:00:00,-9,311.14,-2800.26,SO-56293,Customer Sale,952,943,system,Transaction processed for Main location,system,2025-10-09 00:00:00
490,2041,Serving Platter,General,Main,Adjustment,2025-09-07 00:00:00,-12,264.6,-3175.2,ADJ-490,Cycle Count,2423,2411,warehouse1,Transaction processed for Main location,system,2025-09-07 00:00:00
491,3091,Freestyle Snowboard - 155cm,General,Main,Sale,2025-10-30 00:00:00,-16,49.71,-795.36,SO-35533,Customer Sale,40,24,warehouse1,Transaction processed for Main location,system,2025-10-30 00:00:00
492,1531,Summit Breeze Jacket,General,Main,Transfer,2025-04-03 00:00:00,-29,311.14,-9023.06,TRF-4840,Warehouse Transfer,1045,1016,warehouse1,Transaction processed for Main location,system,2025-04-03 00:00:00
493,1561,EcoFire Camping Stove,General,Backup,Sale,2025-10-30 00:00:00,-45,163.13,-7340.85,SO-47019,Customer Sale,31,-14,warehouse2,Transaction processed for Backup location,system,2025-10-30 00:00:00
494,1521,Adventurer Pro Backpack,General,Main,Transfer,2026-01-19 00:00:00,-32,265.0,-8480.0,TRF-4434,Warehouse Transfer,396,364,system,Transaction processed for Main location,system,2026-01-19 00:00:00
495,1551,BaseCamp Folding Table,General,Main,Adjustment,2025-10-03 00:00:00,17,99.2,1686.4,ADJ-495,Cycle Count,185,202,warehouse1,Transaction processed for Main location,system,2025-10-03 00:00:00
496,1562,PowerBurner Camping Stove,General,Backup,Receipt,2025-09-02 00:00:00,97,288.24,27959.34,PO-2676,Purchase Order Receipt,33,130,warehouse1,Transaction processed for Backup location,system,2025-09-02 00:00:00
497,2081,Food Storage Set,General,Main,Sale,2025-07-10 00:00:00,-2,105.95,-211.9,SO-81848,Customer Sale,200,198,warehouse1,Transaction processed for Main location,system,2025-07-10 00:00:00
498,3032,Comfort Fit Recreational Boots,General,Main,Receipt,2025-01-25 00:00:00,166,224.13,37206.09,PO-2406,Purchase Order Receipt,18,184,warehouse1,Transaction processed for Main location,system,2025-01-25 00:00:00
499,3053,Waterproof Ski Pants,General,Main,Sale,2025-10-03 00:00:00,-30,134.38,-4031.4,SO-24099,Customer Sale,61,31,system,Transaction processed for Main location,system,2025-10-03 00:00:00
500,3041,Carbon Fiber Racing Poles - 120cm,General,Backup,Transfer,2026-01-06 00:00:00,-40,53.22,-2128.8,TRF-6010,Warehouse Transfer,94,54,warehouse1,Transaction processed for Backup location,system,2026-01-06 00:00:00
501,3071,Ski Boot Bag - Premium,General,Backup,Sale,2025-09-26 00:00:00,-14,260.45,-3646.3,SO-57550,Customer Sale,14,0,warehouse2,Transaction processed for Backup location,system,2025-09-26 00:00:00
502,2112,4-Slice Toaster,General,Main,Receipt,2025-01-27 00:00:00,107,300.0,32099.64,PO-9787,Purchase Order Receipt,852,959,warehouse1,Transaction processed for Main location,system,2025-01-27 00:00:00
503,1572,MountainDream Sleeping Bag,General,Main,Sale,2026-01-20 00:00:00,-4,291.37,-1165.48,SO-36098,Customer Sale,267,263,warehouse2,Transaction processed for Main location,system,2026-01-20 00:00:00
504,3022,Backcountry Explorer XC Skis - 190cm,General,Main,Transfer,2025-06-09 00:00:00,-20,298.74,-5974.8,TRF-8970,Warehouse Transfer,41,21,warehouse1,Transaction processed for Main location,system,2025-06-09 00:00:00
505,3022,Backcountry Explorer XC Skis - 190cm,General,Main,Sale,2026-01-29 00:00:00,-1,298.74,-298.74,SO-49637,Customer Sale,86,85,system,Transaction processed for Main location,system,2026-01-29 00:00:00
506,1551,BaseCamp Folding Table,General,Main,Transfer,2025-11-27 00:00:00,-16,99.2,-1587.2,TRF-4208,Warehouse Transfer,255,239,warehouse2,Transaction processed for Main location,system,2025-11-27 00:00:00
507,3103,Snowboard Bindings - Pro,General,Main,Damage,2025-07-28 00:00:00,-4,215.82,-863.28,DMG-507,Quality Issue,24,20,system,Transaction processed for Main location,system,2025-07-28 00:00:00
508,3061,Professional Ski Helmet,General,Main,Return,2025-01-26 00:00:00,1,177.76,177.76,RET-98974,Customer Return,69,70,warehouse2,Transaction processed for Main location,system,2025-01-26 00:00:00
509,3071,Ski Boot Bag - Premium,General,Backup,Receipt,2025-07-07 00:00:00,135,268.4,36234.66,PO-4480,Purchase Order Receipt,8,143,warehouse2,Transaction processed for Backup location,system,2025-07-07 00:00:00
510,2081,Food Storage Set,General,Main,Receipt,2025-05-27 00:00:00,161,110.88,17850.92,PO-9073,Purchase Order Receipt,226,387,system,Transaction processed for Main location,system,2025-05-27 00:00:00
511,2101,Measuring Cup Set,General,Backup,Receipt,2025-09-23 00:00:00,188,34.06,6402.88,PO-4703,Purchase Order Receipt,289,477,warehouse1,Transaction processed for Backup location,system,2025-09-23 00:00:00
512,3052,Thermal Base Layer Set - Women's,General,Backup,Sale,2025-04-08 00:00:00,-44,137.35,-6043.4,SO-87203,Customer Sale,83,39,system,Transaction processed for Backup location,system,2025-04-08 00:00:00
513,1511,Alpine Explorer Tent,General,Main,Adjustment,2025-04-01 00:00:00,20,192.56,3851.2,ADJ-513,Cycle Count,762,782,system,Transaction processed for Main location,system,2025-04-01 00:00:00
514,1561,EcoFire Camping Stove,General,Backup,Receipt,2025-07-06 00:00:00,89,156.57,13934.61,PO-5953,Purchase Order Receipt,51,140,system,Transaction processed for Backup location,system,2025-07-06 00:00:00
515,1562,PowerBurner Camping Stove,General,Backup,Damage,2025-06-24 00:00:00,-8,283.09,-2264.72,DMG-515,Shipping Damage,93,85,system,Transaction processed for Backup location,system,2025-06-24 00:00:00
516,3051,Insulated Ski Jacket - Men's,General,Main,Sale,2026-01-18 00:00:00,-4,306.66,-1226.64,SO-51710,Customer Sale,127,123,system,Transaction processed for Main location,system,2026-01-18 00:00:00
517,3052,Thermal Base Layer Set - Women's,General,Backup,Transfer,2025-05-04 00:00:00,-15,137.35,-2060.25,TRF-1021,Warehouse Transfer,10,-5,warehouse2,Transaction processed for Backup location,system,2025-05-04 00:00:00
518,1542,TrailWalker Hiking Shoes,General,Main,Sale,2025-05-04 00:00:00,-43,231.16,-9939.88,SO-87148,Customer Sale,942,899,system,Transaction processed for Main location,system,2025-05-04 00:00:00
519,1542,TrailWalker Hiking Shoes,General,Backup,Receipt,2025-10-14 00:00:00,124,234.44,29070.34,PO-8427,Purchase Order Receipt,507,631,warehouse2,Transaction processed for Backup location,system,2025-10-14 00:00:00
520,2091,Spatula,General,Main,Sale,2025-10-21 00:00:00,-19,245.38,-4662.22,SO-14985,Customer Sale,26,7,warehouse2,Transaction processed for Main location,system,2025-10-21 00:00:00
521,3062,Anti-Fog Ski Goggles,General,Backup,Sale,2025-04-19 00:00:00,-31,122.24,-3789.44,SO-48447,Customer Sale,61,30,system,Transaction processed for Backup location,system,2025-04-19 00:00:00
522,1551,BaseCamp Folding Table,General,Backup,Sale,2025-11-12 00:00:00,-39,99.2,-3868.8,SO-75912,Customer Sale,49,10,warehouse1,Transaction processed for Backup location,system,2025-11-12 00:00:00
523,3033,Women's Performance Ski Boots,General,Backup,Sale,2025-12-31 00:00:00,-33,281.91,-9303.03,SO-88625,Customer Sale,103,70,system,Transaction processed for Backup location,system,2025-12-31 00:00:00
524,2101,Measuring Cup Set,General,Backup,Transfer,2025-02-19 00:00:00,-7,35.74,-250.18,TRF-9290,Warehouse Transfer,404,397,warehouse2,Transaction processed for Backup location,system,2025-02-19 00:00:00
525,1562,PowerBurner Camping Stove,General,Regional,Sale,2025-04-15 00:00:00,-14,283.09,-3963.26,SO-52179,Customer Sale,65,51,warehouse2,Transaction processed for Regional location,system,2025-04-15 00:00:00
526,2061,Mixing Bowl,General,Main,Sale,2025-10-23 00:00:00,-43,166.19,-7146.17,SO-30637,Customer Sale,1546,1503,system,Transaction processed for Main location,system,2025-10-23 00:00:00
527,3081,All-Temp Ski Wax Kit,General,Main,Damage,2025-08-03 00:00:00,-7,55.15,-386.05,DMG-527,Warehouse Damage,198,191,system,Transaction processed for Main location,system,2025-08-03 00:00:00
528,2081,Food Storage Set,General,Main,Sale,2025-10-10 00:00:00,-48,105.95,-5085.6,SO-84122,Customer Sale,230,182,warehouse1,Transaction processed for Main location,system,2025-10-10 00:00:00
529,3102,Winter Hiking Boots - Waterproof,General,Main,Sale,2025-01-09 00:00:00,-3,205.86,-617.58,SO-37081,Customer Sale,16,13,system,Transaction processed for Main location,system,2025-01-09 00:00:00
530,2071,Baking Pan,General,Regional,Transfer,2025-09-01 00:00:00,-40,166.37,-6654.8,TRF-7289,Warehouse Transfer,483,443,warehouse1,Transaction processed for Regional location,system,2025-09-01 00:00:00
531,3041,Carbon Fiber Racing Poles - 120cm,General,Backup,Sale,2025-10-28 00:00:00,-48,53.22,-2554.56,SO-61027,Customer Sale,94,46,warehouse2,Transaction processed for Backup location,system,2025-10-28 00:00:00
532,3013,Beginner's Choice Alpine Skis - 160cm,General,Backup,Receipt,2025-04-12 00:00:00,35,74.33,2601.48,PO-1474,Purchase Order Receipt,69,104,warehouse2,Transaction processed for Backup location,system,2025-04-12 00:00:00
533,2121,Bamboo Cutting Board Set,General,Main,Receipt,2026-01-10 00:00:00,146,77.53,11318.89,PO-6010,Purchase Order Receipt,99,245,warehouse1,Transaction processed for Main location,system,2026-01-10 00:00:00
534,1571,CozyNights Sleeping Bag,General,Main,Receipt,2026-02-08 00:00:00,18,268.96,4841.2,PO-2282,Purchase Order Receipt,372,390,system,Transaction processed for Main location,system,2026-02-08 00:00:00
535,3013,Beginner's Choice Alpine Skis - 160cm,General,Backup,Receipt,2025-11-05 00:00:00,125,72.17,9021.13,PO-9142,Purchase Order Receipt,112,237,warehouse1,Transaction processed for Backup location,system,2025-11-05 00:00:00
536,3104,Ski Tuning Bench - Portable,General,Main,Adjustment,2025-03-15 00:00:00,7,272.16,1905.12,ADJ-536,System Correction,82,89,warehouse2,Transaction processed for Main location,system,2025-03-15 00:00:00
537,1531,Summit Breeze Jacket,General,Main,Sale,2025-08-30 00:00:00,-6,311.14,-1866.84,SO-96215,Customer Sale,1002,996,warehouse1,Transaction processed for Main location,system,2025-08-30 00:00:00
538,3041,Carbon Fiber Racing Poles - 120cm,General,Backup,Receipt,2025-01-19 00:00:00,65,52.76,3429.62,PO-5595,Purchase Order Receipt,92,157,warehouse2,Transaction processed for Backup location,system,2025-01-19 00:00:00
539,2081,Food Storage Set,General,Main,Sale,2025-03-27 00:00:00,-4,105.95,-423.8,SO-68965,Customer Sale,71,67,warehouse2,Transaction processed for Main location,system,2025-03-27 00:00:00
540,1561,EcoFire Camping Stove,General,Backup,Receipt,2025-12-06 00:00:00,107,170.6,18254.05,PO-2866,Purchase Order Receipt,9,116,warehouse2,Transaction processed for Backup location,system,2025-12-06 00:00:00
541,1533,RainGuard Hiking Jacket,General,Regional,Sale,2025-09-10 00:00:00,-50,24.58,-1229.0,SO-93399,Customer Sale,648,598,system,Transaction processed for Regional location,system,2025-09-10 00:00:00
542,1533,RainGuard Hiking Jacket,General,Regional,Sale,2025-07-22 00:00:00,-26,24.58,-639.08,SO-44808,Customer Sale,550,524,warehouse2,Transaction processed for Regional location,system,2025-07-22 00:00:00
543,3052,Thermal Base Layer Set - Women's,General,Backup,Transfer,2025-10-22 00:00:00,-6,137.35,-824.1,TRF-8709,Warehouse Transfer,98,92,warehouse1,Transaction processed for Backup location,system,2025-10-22 00:00:00
544,2111,High-Speed Blender,General,Backup,Receipt,2026-02-11 00:00:00,165,54.63,9014.34,PO-9955,Purchase Order Receipt,1036,1201,warehouse2,Transaction processed for Backup location,system,2026-02-11 00:00:00
545,3101,Winter Boots - Insulated,General,Backup,Sale,2026-02-18 00:00:00,-4,222.23,-888.92,SO-95533,Customer Sale,32,28,system,Transaction processed for Backup location,system,2026-02-18 00:00:00
546,3071,Ski Boot Bag - Premium,General,Backup,Receipt,2026-02-26 00:00:00,67,256.1,17158.66,PO-8212,Purchase Order Receipt,28,95,warehouse2,Transaction processed for Backup location,system,2026-02-26 00:00:00
547,1511,Alpine Explorer Tent,General,Main,Receipt,2025-01-18 00:00:00,161,193.56,31163.72,PO-5427,Purchase Order Receipt,705,866,warehouse2,Transaction processed for Main location,system,2025-01-18 00:00:00
548,1581,LED Headlamp - Rechargeable,General,Main,Receipt,2025-03-20 00:00:00,130,217.52,28277.83,PO-1274,Purchase Order Receipt,14,144,system,Transaction processed for Main location,system,2025-03-20 00:00:00
549,1561,EcoFire Camping Stove,General,Backup,Receipt,2025-11-21 00:00:00,66,169.33,11175.61,PO-8076,Purchase Order Receipt,86,152,system,Transaction processed for Backup location,system,2025-11-21 00:00:00
550,1572,MountainDream Sleeping Bag,General,Main,Sale,2026-01-21 00:00:00,-32,291.37,-9323.84,SO-47069,Customer Sale,260,228,system,Transaction processed for Main location,system,2026-01-21 00:00:00
551,1561,EcoFire Camping Stove,General,Backup,Sale,2026-02-11 00:00:00,-22,163.13,-3588.86,SO-86772,Customer Sale,61,39,warehouse2,Transaction processed for Backup location,system,2026-02-11 00:00:00
552,2012,Espresso Machine,General,Backup,Sale,2025-10-06 00:00:00,-30,254.94,-7648.2,SO-61034,Customer Sale,494,464,system,Transaction processed for Backup location,system,2025-10-06 00:00:00
553,3104,Ski Tuning Bench - Portable,General,Main,Damage,2025-03-02 00:00:00,-6,272.16,-1632.96,DMG-553,Quality Issue,129,123,warehouse1,Transaction processed for Main location,system,2025-03-02 00:00:00
554,3051,Insulated Ski Jacket - Men's,General,Main,Sale,2025-05-26 00:00:00,-15,306.66,-4599.9,SO-33218,Customer Sale,21,6,warehouse1,Transaction processed for Main location,system,2025-05-26 00:00:00
555,2011,Coffee Maker,General,Main,Sale,2025-11-23 00:00:00,-5,213.49,-1067.45,SO-19428,Customer Sale,1132,1127,system,Transaction processed for Main location,system,2025-11-23 00:00:00
556,3022,Backcountry Explorer XC Skis - 190cm,General,Main,Adjustment,2025-03-21 00:00:00,-15,298.74,-4481.1,ADJ-556,Physical Count,51,36,warehouse1,Transaction processed for Main location,system,2025-03-21 00:00:00
557,2112,4-Slice Toaster,General,Main,Sale,2025-08-21 00:00:00,-4,290.16,-1160.64,SO-58154,Customer Sale,874,870,warehouse1,Transaction processed for Main location,system,2025-08-21 00:00:00
558,3042,Aluminum All-Mountain Poles - 115cm,General,Backup,Sale,2025-09-07 00:00:00,-33,35.12,-1158.96,SO-47354,Customer Sale,105,72,system,Transaction processed for Backup location,system,2025-09-07 00:00:00
559,3103,Snowboard Bindings - Pro,General,Main,Sale,2025-11-14 00:00:00,-49,215.82,-10575.18,SO-88658,Customer Sale,102,53,warehouse2,Transaction processed for Main location,system,2025-11-14 00:00:00
560,2012,Espresso Machine,General,Backup,Sale,2025-05-31 00:00:00,-9,254.94,-2294.46,SO-74711,Customer Sale,539,530,warehouse1,Transaction processed for Backup location,system,2025-05-31 00:00:00
561,2012,Espresso Machine,General,Backup,Sale,2025-07-09 00:00:00,-48,254.94,-12237.12,SO-43333,Customer Sale,596,548,warehouse2,Transaction processed for Backup location,system,2025-07-09 00:00:00
562,3031,Pro Flex Racing Ski Boots,General,Main,Adjustment,2025-08-24 00:00:00,-19,94.73,-1799.87,ADJ-562,Cycle Count,72,53,system,Transaction processed for Main location,system,2025-08-24 00:00:00
563,3081,All-Temp Ski Wax Kit,General,Main,Adjustment,2025-02-27 00:00:00,17,55.15,937.55,ADJ-563,System Correction,115,132,system,Transaction processed for Main location,system,2025-02-27 00:00:00
564,3071,Ski Boot Bag - Premium,General,Backup,Sale,2025-05-02 00:00:00,-12,260.45,-3125.4,SO-97017,Customer Sale,78,66,warehouse1,Transaction processed for Backup location,system,2025-05-02 00:00:00
565,3021,Nordic Classic XC Skis - 185cm,General,Main,Sale,2025-02-03 00:00:00,-45,192.68,-8670.6,SO-99079,Customer Sale,67,22,warehouse1,Transaction processed for Main location,system,2025-02-03 00:00:00
566,3051,Insulated Ski Jacket - Men's,General,Main,Sale,2025-03-22 00:00:00,-24,306.66,-7359.84,SO-82142,Customer Sale,25,1,system,Transaction processed for Main location,system,2025-03-22 00:00:00
567,3053,Waterproof Ski Pants,General,Backup,Receipt,2025-04-30 00:00:00,110,140.71,15477.75,PO-6548,Purchase Order Receipt,26,136,warehouse1,Transaction processed for Backup location,system,2025-04-30 00:00:00
568,3082,Edge Tuning Tool Set,General,Main,Sale,2025-04-08 00:00:00,-22,130.95,-2880.9,SO-95863,Customer Sale,177,155,warehouse2,Transaction processed for Main location,system,2025-04-08 00:00:00
569,3051,Insulated Ski Jacket - Men's,General,Main,Adjustment,2025-04-23 00:00:00,16,306.66,4906.56,ADJ-569,Physical Count,52,68,warehouse1,Transaction processed for Main location,system,2025-04-23 00:00:00
570,2121,Bamboo Cutting Board Set,General,Main,Receipt,2025-05-04 00:00:00,14,77.7,1087.79,PO-8073,Purchase Order Receipt,247,261,warehouse1,Transaction processed for Main location,system,2025-05-04 00:00:00
571,3033,Women's Performance Ski Boots,General,Backup,Adjustment,2025-05-29 00:00:00,-18,281.91,-5074.38,ADJ-571,Physical Count,29,11,warehouse2,Transaction processed for Backup location,system,2025-05-29 00:00:00
572,1551,BaseCamp Folding Table,General,Main,Sale,2025-11-15 00:00:00,-16,99.2,-1587.2,SO-33184,Customer Sale,275,259,warehouse2,Transaction processed for Main location,system,2025-11-15 00:00:00
573,3091,Freestyle Snowboard - 155cm,General,Main,Sale,2025-01-10 00:00:00,-32,49.71,-1590.72,SO-23297,Customer Sale,128,96,system,Transaction processed for Main location,system,2025-01-10 00:00:00
574,1572,MountainDream Sleeping Bag,General,Main,Transfer,2025-04-06 00:00:00,-16,291.37,-4661.92,TRF-6994,Warehouse Transfer,286,270,warehouse1,Transaction processed for Main location,system,2025-04-06 00:00:00
575,2051,Ice Cream Bowl,General,Main,Sale,2026-01-22 00:00:00,-38,345.04,-13111.52,SO-33653,Customer Sale,93,55,warehouse1,Transaction processed for Main location,system,2026-01-22 00:00:00
576,3021,Nordic Classic XC Skis - 185cm,General,Main,Receipt,2025-09-04 00:00:00,162,191.75,31063.8,PO-4884,Purchase Order Receipt,72,234,warehouse1,Transaction processed for Main location,system,2025-09-04 00:00:00
577,2021,Chef Knife,General,Main,Return,2025-08-20 00:00:00,2,207.74,415.47,RET-41730,Customer Return,674,676,warehouse1,Transaction processed for Main location,system,2025-08-20 00:00:00
578,3103,Snowboard Bindings - Pro,General,Main,Sale,2025-11-24 00:00:00,-39,215.82,-8416.98,SO-42107,Customer Sale,64,25,system,Transaction processed for Main location,system,2025-11-24 00:00:00
579,3092,All-Mountain Snowboard - 158cm,General,Main,Transfer,2025-04-19 00:00:00,-31,26.72,-828.32,TRF-7637,Warehouse Transfer,108,77,warehouse2,Transaction processed for Main location,system,2025-04-19 00:00:00
