TransactionID,ProductID,ProductName,ProductCategory,WarehouseLocation,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
1940,2112,4-Slice Toaster,General,Main,Sale,2025-09-16 00:00:00,-14,127.25,-1781.5,SO-41988,Customer Sale,194,180,warehouse1,Transaction processed for Main location,system,2025-09-16 00:00:00
1941,3032,Comfort Fit Recreational Boots,General,Backup,Damage,2026-02-10 00:00:00,-8,46.69,-373.52,DMG-1941,Warehouse Damage,54,46,warehouse2,Transaction processed for Backup location,system,2026-02-10 00:00:00
1942,1533,RainGuard Hiking Jacket,General,Backup,Receipt,2025-09-13 00:00:00,137,296.74,40653.26,PO-1515,Purchase Order Receipt,95,232,system,Transaction processed for Backup location,system,2025-09-13 00:00:00
1943,1543,TrekStar Hiking Sandals,General,Backup,Adjustment,2025-07-25 00:00:00,8,55.84,446.72,ADJ-1943,Cycle Count,61,69,warehouse1,Transaction processed for Backup location,system,2025-07-25 00:00:00
1944,3032,Comfort Fit Recreational Boots,General,Main,Sale,2025-11-25 00:00:00,-37,46.69,-1727.53,SO-64492,Customer Sale,256,219,warehouse1,Transaction processed for Main location,system,2025-11-25 00:00:00
1945,1562,PowerBurner Camping Stove,General,Backup,Transfer,2025-10-29 00:00:00,-11,157.91,-1737.01,TRF-7685,Warehouse Transfer,28,17,system,Transaction processed for Backup location,system,2025-10-29 00:00:00
1946,2112,4-Slice Toaster,General,Main,Transfer,2025-09-24 00:00:00,-9,127.25,-1145.25,TRF-9323,Warehouse Transfer,50,41,warehouse2,Transaction processed for Main location,system,2025-09-24 00:00:00
1947,3081,All-Temp Ski Wax Kit,General,Backup,Sale,2025-03-14 00:00:00,-29,170.03,-4930.87,SO-48880,Customer Sale,143,114,warehouse2,Transaction processed for Backup location,system,2025-03-14 00:00:00
1948,3021,Nordic Classic XC Skis - 185cm,General,Main,Damage,2025-08-02 00:00:00,-5,304.47,-1522.35,DMG-1948,Quality Issue,0,-5,warehouse2,Transaction processed for Main location,system,2025-08-02 00:00:00
1949,1552,TrekMaster Camping Chair,General,Main,Transfer,2025-12-02 00:00:00,-47,100.37,-4717.39,TRF-4007,Warehouse Transfer,4,-43,warehouse1,Transaction processed for Main location,system,2025-12-02 00:00:00
1950,3092,All-Mountain Snowboard - 158cm,General,Main,Receipt,2025-11-20 00:00:00,143,179.71,25698.6,PO-5009,Purchase Order Receipt,40,183,warehouse1,Transaction processed for Main location,system,2025-11-20 00:00:00
1951,3104,Ski Tuning Bench - Portable,General,Main,Sale,2025-12-11 00:00:00,-11,74.04,-814.44,SO-93525,Customer Sale,127,116,warehouse1,Transaction processed for Main location,system,2025-12-11 00:00:00
1952,3033,Women's Performance Ski Boots,General,Backup,Sale,2025-05-03 00:00:00,-23,87.65,-2015.95,SO-14360,Customer Sale,97,74,warehouse2,Transaction processed for Backup location,system,2025-05-03 00:00:00
1953,2041,Serving Platter,General,Backup,Receipt,2025-06-11 00:00:00,13,72.13,937.75,PO-3333,Purchase Order Receipt,112,125,system,Transaction processed for Backup location,system,2025-06-11 00:00:00
1954,2041,Serving Platter,General,Main,Sale,2025-06-13 00:00:00,-33,70.01,-2310.33,SO-37563,Customer Sale,218,185,warehouse1,Transaction processed for Main location,system,2025-06-13 00:00:00
1955,3011,Alpine Pro Racing Skis - 170cm,General,Main,Receipt,2025-12-14 00:00:00,103,152.51,15708.82,PO-9576,Purchase Order Receipt,72,175,system,Transaction processed for Main location,system,2025-12-14 00:00:00
1956,3032,Comfort Fit Recreational Boots,General,Main,Sale,2025-10-29 00:00:00,-43,46.69,-2007.67,SO-37760,Customer Sale,131,88,warehouse2,Transaction processed for Main location,system,2025-10-29 00:00:00
1957,3031,Pro Flex Racing Ski Boots,General,Backup,Receipt,2025-01-03 00:00:00,186,304.51,56638.42,PO-9100,Purchase Order Receipt,109,295,warehouse1,Transaction processed for Backup location,system,2025-01-03 00:00:00
1958,1562,PowerBurner Camping Stove,General,Backup,Receipt,2025-01-25 00:00:00,82,157.36,12903.87,PO-5122,Purchase Order Receipt,93,175,warehouse1,Transaction processed for Backup location,system,2025-01-25 00:00:00
1959,1512,SkyView 2-Person Tent,General,Main,Sale,2025-10-17 00:00:00,-23,203.36,-4677.28,SO-11366,Customer Sale,76,53,warehouse1,Transaction processed for Main location,system,2025-10-17 00:00:00
1960,3082,Edge Tuning Tool Set,General,Backup,Receipt,2025-09-18 00:00:00,45,355.59,16001.45,PO-8837,Purchase Order Receipt,109,154,system,Transaction processed for Backup location,system,2025-09-18 00:00:00
1961,2041,Serving Platter,General,Main,Sale,2025-07-10 00:00:00,-50,70.01,-3500.5,SO-99318,Customer Sale,109,59,system,Transaction processed for Main location,system,2025-07-10 00:00:00
1962,2111,High-Speed Blender,General,Main,Receipt,2025-01-31 00:00:00,125,278.96,34870.18,PO-9842,Purchase Order Receipt,1235,1360,warehouse1,Transaction processed for Main location,system,2025-01-31 00:00:00
1963,3061,Professional Ski Helmet,General,Main,Receipt,2025-04-07 00:00:00,189,27.55,5206.98,PO-3432,Purchase Order Receipt,81,270,warehouse1,Transaction processed for Main location,system,2025-04-07 00:00:00
1964,3102,Winter Hiking Boots - Waterproof,General,Backup,Damage,2025-03-10 00:00:00,-2,260.4,-520.8,DMG-1964,Quality Issue,85,83,warehouse1,Transaction processed for Backup location,system,2025-03-10 00:00:00
1965,2041,Serving Platter,General,Main,Receipt,2025-02-11 00:00:00,72,68.08,4901.5,PO-2341,Purchase Order Receipt,249,321,warehouse1,Transaction processed for Main location,system,2025-02-11 00:00:00
1966,1511,Alpine Explorer Tent,General,Main,Receipt,2025-03-11 00:00:00,88,254.5,22395.7,PO-5783,Purchase Order Receipt,41,129,warehouse2,Transaction processed for Main location,system,2025-03-11 00:00:00
1967,2051,Ice Cream Bowl,General,Backup,Sale,2025-01-16 00:00:00,-7,58.36,-408.52,SO-26641,Customer Sale,1259,1252,warehouse2,Transaction processed for Backup location,system,2025-01-16 00:00:00
1968,1532,TrailBlaze Hiking Pants,General,Main,Sale,2025-07-06 00:00:00,-12,111.03,-1332.36,SO-86327,Customer Sale,93,81,system,Transaction processed for Main location,system,2025-07-06 00:00:00
1969,3041,Carbon Fiber Racing Poles - 120cm,General,Main,Sale,2025-09-07 00:00:00,-42,301.27,-12653.34,SO-52765,Customer Sale,23,-19,warehouse2,Transaction processed for Main location,system,2025-09-07 00:00:00
1970,3022,Backcountry Explorer XC Skis - 190cm,General,Main,Receipt,2025-10-21 00:00:00,151,178.35,26930.32,PO-5090,Purchase Order Receipt,5,156,system,Transaction processed for Main location,system,2025-10-21 00:00:00
1971,3031,Pro Flex Racing Ski Boots,General,Regional,Sale,2025-08-18 00:00:00,-8,295.37,-2362.96,SO-95578,Customer Sale,101,93,warehouse1,Transaction processed for Regional location,system,2025-08-18 00:00:00
1972,3072,Hand Warmers - 10 Pack,General,Main,Sale,2025-10-25 00:00:00,-1,142.08,-142.08,SO-58209,Customer Sale,47,46,warehouse1,Transaction processed for Main location,system,2025-10-25 00:00:00
1973,2112,4-Slice Toaster,General,Main,Receipt,2025-03-18 00:00:00,148,129.05,19098.68,PO-9459,Purchase Order Receipt,69,217,warehouse1,Transaction processed for Main location,system,2025-03-18 00:00:00
1974,1541,TrekReady Hiking Boots,General,Main,Receipt,2025-06-17 00:00:00,126,161.54,20354.18,PO-9102,Purchase Order Receipt,60,186,system,Transaction processed for Main location,system,2025-06-17 00:00:00
1975,2101,Measuring Cup Set,General,Backup,Sale,2025-08-22 00:00:00,-41,180.04,-7381.64,SO-18625,Customer Sale,728,687,warehouse1,Transaction processed for Backup location,system,2025-08-22 00:00:00
1976,2051,Ice Cream Bowl,General,Backup,Return,2026-03-02 00:00:00,2,46.69,93.38,RET-81605,Customer Return,1257,1259,system,Transaction processed for Backup location,system,2026-03-02 00:00:00
1977,1522,SummitClimber Backpack,General,Main,Transfer,2026-02-11 00:00:00,-26,275.29,-7157.54,TRF-6734,Warehouse Transfer,67,41,warehouse1,Transaction processed for Main location,system,2026-02-11 00:00:00
1978,3092,All-Mountain Snowboard - 158cm,General,Main,Sale,2025-10-09 00:00:00,-40,179.94,-7197.6,SO-61036,Customer Sale,68,28,warehouse2,Transaction processed for Main location,system,2025-10-09 00:00:00
1979,3061,Professional Ski Helmet,General,Main,Receipt,2026-01-14 00:00:00,36,27.11,975.8,PO-9447,Purchase Order Receipt,93,129,warehouse2,Transaction processed for Main location,system,2026-01-14 00:00:00
1980,3102,Winter Hiking Boots - Waterproof,General,Regional,Sale,2026-02-28 00:00:00,-48,260.4,-12499.2,SO-41656,Customer Sale,57,9,warehouse1,Transaction processed for Regional location,system,2026-02-28 00:00:00
1981,1511,Alpine Explorer Tent,General,Main,Receipt,2025-11-03 00:00:00,58,232.8,13502.49,PO-7413,Purchase Order Receipt,97,155,warehouse2,Transaction processed for Main location,system,2025-11-03 00:00:00
1982,1533,RainGuard Hiking Jacket,General,Backup,Sale,2026-02-14 00:00:00,-29,285.41,-8276.89,SO-28447,Customer Sale,25,-4,warehouse2,Transaction processed for Backup location,system,2026-02-14 00:00:00
1983,1562,PowerBurner Camping Stove,General,Backup,Sale,2025-05-04 00:00:00,-3,157.91,-473.73,SO-14188,Customer Sale,97,94,warehouse1,Transaction processed for Backup location,system,2025-05-04 00:00:00
1984,2111,High-Speed Blender,General,Main,Sale,2025-03-02 00:00:00,-20,272.16,-5443.2,SO-92567,Customer Sale,1234,1214,warehouse1,Transaction processed for Main location,system,2025-03-02 00:00:00
1985,3072,Hand Warmers - 10 Pack,General,Main,Sale,2025-10-19 00:00:00,-25,142.08,-3552.0,SO-64355,Customer Sale,54,29,warehouse2,Transaction processed for Main location,system,2025-10-19 00:00:00
1986,1553,Adventure Dining Table,General,Main,Sale,2026-01-06 00:00:00,-17,238.43,-4053.31,SO-43662,Customer Sale,14,-3,system,Transaction processed for Main location,system,2026-01-06 00:00:00
1987,3103,Snowboard Bindings - Pro,General,Backup,Sale,2025-04-04 00:00:00,-25,203.37,-5084.25,SO-69808,Customer Sale,75,50,warehouse1,Transaction processed for Backup location,system,2025-04-04 00:00:00
1988,1551,BaseCamp Folding Table,General,Main,Receipt,2025-01-11 00:00:00,168,159.42,26783.27,PO-4104,Purchase Order Receipt,47,215,warehouse1,Transaction processed for Main location,system,2025-01-11 00:00:00
1989,3031,Pro Flex Racing Ski Boots,General,Backup,Receipt,2025-04-13 00:00:00,72,295.86,21301.99,PO-3407,Purchase Order Receipt,1,73,warehouse1,Transaction processed for Backup location,system,2025-04-13 00:00:00
1990,1511,Alpine Explorer Tent,General,Main,Return,2025-11-11 00:00:00,2,195.43,390.86,RET-45327,Customer Return,29,31,system,Transaction processed for Main location,system,2025-11-11 00:00:00
1991,3102,Winter Hiking Boots - Waterproof,General,Backup,Transfer,2025-10-30 00:00:00,-20,260.4,-5208.0,TRF-3646,Warehouse Transfer,22,2,system,Transaction processed for Backup location,system,2025-10-30 00:00:00
1992,2012,Espresso Machine,General,Backup,Sale,2025-09-17 00:00:00,-6,245.29,-1471.74,SO-41460,Customer Sale,4184,4178,system,Transaction processed for Backup location,system,2025-09-17 00:00:00
1993,2101,Measuring Cup Set,General,Backup,Sale,2025-09-19 00:00:00,-10,180.04,-1800.4,SO-58639,Customer Sale,724,714,warehouse2,Transaction processed for Backup location,system,2025-09-19 00:00:00
1994,2111,High-Speed Blender,General,Backup,Receipt,2025-07-22 00:00:00,99,285.16,28230.89,PO-7018,Purchase Order Receipt,197,296,warehouse2,Transaction processed for Backup location,system,2025-07-22 00:00:00
1995,2112,4-Slice Toaster,General,Main,Sale,2025-01-14 00:00:00,-26,127.25,-3308.5,SO-58703,Customer Sale,15,-11,warehouse1,Transaction processed for Main location,system,2025-01-14 00:00:00
1996,3061,Professional Ski Helmet,General,Main,Receipt,2025-12-28 00:00:00,82,28.19,2311.42,PO-4559,Purchase Order Receipt,67,149,warehouse2,Transaction processed for Main location,system,2025-12-28 00:00:00
1997,2021,Chef Knife,General,Main,Sale,2025-06-12 00:00:00,-26,192.05,-4993.3,SO-52307,Customer Sale,2161,2135,system,Transaction processed for Main location,system,2025-06-12 00:00:00
1998,3031,Pro Flex Racing Ski Boots,General,Regional,Sale,2025-01-22 00:00:00,-1,295.37,-295.37,SO-58779,Customer Sale,105,104,warehouse1,Transaction processed for Regional location,system,2025-01-22 00:00:00
1999,2101,Measuring Cup Set,General,Backup,Damage,2025-02-28 00:00:00,-6,180.04,-1080.24,DMG-1999,Shipping Damage,620,614,warehouse1,Transaction processed for Backup location,system,2025-02-28 00:00:00
2000,1551,BaseCamp Folding Table,General,Main,Sale,2025-11-17 00:00:00,-33,162.67,-5368.11,SO-19709,Customer Sale,96,63,warehouse2,Transaction processed for Main location,system,2025-11-17 00:00:00
2001,1532,TrailBlaze Hiking Pants,General,Main,Adjustment,2025-12-30 00:00:00,-1,111.03,-111.03,ADJ-2001,System Correction,43,42,warehouse1,Transaction processed for Main location,system,2025-12-30 00:00:00
2002,3012,Mountain Master All-Terrain Skis - 165cm,General,Main,Transfer,2025-09-15 00:00:00,-37,118.18,-4372.66,TRF-6791,Warehouse Transfer,4,-33,warehouse1,Transaction processed for Main location,system,2025-09-15 00:00:00
2003,1523,TrailLite Daypack,General,Backup,Receipt,2025-04-21 00:00:00,163,105.09,17129.74,PO-6413,Purchase Order Receipt,17,180,warehouse2,Transaction processed for Backup location,system,2025-04-21 00:00:00
2004,3013,Beginner's Choice Alpine Skis - 160cm,General,Main,Sale,2025-09-26 00:00:00,-19,251.48,-4778.12,SO-30371,Customer Sale,149,130,warehouse1,Transaction processed for Main location,system,2025-09-26 00:00:00
2005,2022,Fork Set,General,Main,Adjustment,2025-05-07 00:00:00,19,82.43,1566.17,ADJ-2005,Physical Count,428,447,system,Transaction processed for Main location,system,2025-05-07 00:00:00
2006,1533,RainGuard Hiking Jacket,General,Backup,Sale,2025-04-20 00:00:00,-29,285.41,-8276.89,SO-99119,Customer Sale,71,42,warehouse2,Transaction processed for Backup location,system,2025-04-20 00:00:00
2007,3032,Comfort Fit Recreational Boots,General,Backup,Sale,2025-04-16 00:00:00,-14,46.69,-653.66,SO-83779,Customer Sale,137,123,warehouse1,Transaction processed for Backup location,system,2025-04-16 00:00:00
2008,1522,SummitClimber Backpack,General,Backup,Sale,2025-09-13 00:00:00,-30,275.29,-8258.7,SO-32123,Customer Sale,37,7,warehouse1,Transaction processed for Backup location,system,2025-09-13 00:00:00
2009,2041,Serving Platter,General,Main,Sale,2025-07-15 00:00:00,-12,70.01,-840.12,SO-19093,Customer Sale,211,199,system,Transaction processed for Main location,system,2025-07-15 00:00:00
2010,1522,SummitClimber Backpack,General,Backup,Sale,2025-06-09 00:00:00,-25,275.29,-6882.25,SO-52872,Customer Sale,43,18,system,Transaction processed for Backup location,system,2025-06-09 00:00:00
2011,2091,Spatula,General,Main,Sale,2025-09-18 00:00:00,-44,173.52,-7634.88,SO-48708,Customer Sale,879,835,system,Transaction processed for Main location,system,2025-09-18 00:00:00
2012,3091,Freestyle Snowboard - 155cm,General,Backup,Sale,2025-07-20 00:00:00,-35,318.81,-11158.35,SO-52910,Customer Sale,20,-15,warehouse1,Transaction processed for Backup location,system,2025-07-20 00:00:00
2013,3013,Beginner's Choice Alpine Skis - 160cm,General,Backup,Sale,2026-02-03 00:00:00,-43,251.48,-10813.64,SO-52348,Customer Sale,11,-32,warehouse1,Transaction processed for Backup location,system,2026-02-03 00:00:00
2014,1511,Alpine Explorer Tent,General,Main,Receipt,2025-01-27 00:00:00,99,253.97,25143.0,PO-3889,Purchase Order Receipt,45,144,system,Transaction processed for Main location,system,2025-01-27 00:00:00
2015,3081,All-Temp Ski Wax Kit,General,Backup,Sale,2025-03-20 00:00:00,-32,170.03,-5440.96,SO-19071,Customer Sale,47,15,warehouse2,Transaction processed for Backup location,system,2025-03-20 00:00:00
2016,3103,Snowboard Bindings - Pro,General,Regional,Adjustment,2026-01-01 00:00:00,-1,203.37,-203.37,ADJ-2016,System Correction,79,78,system,Transaction processed for Regional location,system,2026-01-01 00:00:00
2017,2081,Food Storage Set,General,Main,Sale,2026-01-14 00:00:00,-36,214.68,-7728.48,SO-29981,Customer Sale,220,184,warehouse1,Transaction processed for Main location,system,2026-01-14 00:00:00
2018,2091,Spatula,General,Main,Return,2025-08-19 00:00:00,4,138.82,555.26,RET-47372,Customer Return,833,837,warehouse1,Transaction processed for Main location,system,2025-08-19 00:00:00
2019,2012,Espresso Machine,General,Backup,Sale,2026-02-20 00:00:00,-26,245.29,-6377.54,SO-74902,Customer Sale,4270,4244,warehouse2,Transaction processed for Backup location,system,2026-02-20 00:00:00
2020,3011,Alpine Pro Racing Skis - 170cm,General,Main,Adjustment,2025-07-17 00:00:00,-5,156.39,-781.95,ADJ-2020,System Correction,80,75,system,Transaction processed for Main location,system,2025-07-17 00:00:00
2021,3062,Anti-Fog Ski Goggles,General,Backup,Receipt,2025-10-17 00:00:00,103,82.77,8525.65,PO-6323,Purchase Order Receipt,40,143,warehouse1,Transaction processed for Backup location,system,2025-10-17 00:00:00
2022,3102,Winter Hiking Boots - Waterproof,General,Backup,Adjustment,2026-01-01 00:00:00,14,260.4,3645.6,ADJ-2022,System Correction,72,86,warehouse2,Transaction processed for Backup location,system,2026-01-01 00:00:00
2023,1523,TrailLite Daypack,General,Backup,Sale,2026-02-21 00:00:00,-32,104.41,-3341.12,SO-68506,Customer Sale,77,45,warehouse1,Transaction processed for Backup location,system,2026-02-21 00:00:00
2024,3022,Backcountry Explorer XC Skis - 190cm,General,Main,Sale,2025-08-16 00:00:00,-19,187.52,-3562.88,SO-64791,Customer Sale,111,92,system,Transaction processed for Main location,system,2025-08-16 00:00:00
2025,2051,Ice Cream Bowl,General,Backup,Sale,2025-07-25 00:00:00,-10,58.36,-583.6,SO-36705,Customer Sale,1322,1312,system,Transaction processed for Backup location,system,2025-07-25 00:00:00
2026,2081,Food Storage Set,General,Main,Sale,2025-10-22 00:00:00,-28,214.68,-6011.04,SO-31759,Customer Sale,329,301,warehouse1,Transaction processed for Main location,system,2025-10-22 00:00:00
2027,1541,TrekReady Hiking Boots,General,Main,Damage,2025-05-07 00:00:00,-8,162.88,-1303.04,DMG-2027,Warehouse Damage,76,68,warehouse2,Transaction processed for Main location,system,2025-05-07 00:00:00
2028,3052,Thermal Base Layer Set - Women's,General,Main,Receipt,2025-10-30 00:00:00,59,47.95,2829.31,PO-7104,Purchase Order Receipt,2,61,system,Transaction processed for Main location,system,2025-10-30 00:00:00
2029,3102,Winter Hiking Boots - Waterproof,General,Backup,Transfer,2025-12-31 00:00:00,-22,260.4,-5728.8,TRF-4780,Warehouse Transfer,43,21,warehouse1,Transaction processed for Backup location,system,2025-12-31 00:00:00
2030,1531,Summit Breeze Jacket,General,Backup,Receipt,2025-04-12 00:00:00,187,242.35,45320.09,PO-5734,Purchase Order Receipt,14,201,warehouse2,Transaction processed for Backup location,system,2025-04-12 00:00:00
2031,3031,Pro Flex Racing Ski Boots,General,Regional,Receipt,2025-03-12 00:00:00,85,300.86,25572.71,PO-2489,Purchase Order Receipt,11,96,warehouse2,Transaction processed for Regional location,system,2025-03-12 00:00:00
2032,3053,Waterproof Ski Pants,General,Regional,Receipt,2025-02-26 00:00:00,16,28.7,459.16,PO-2138,Purchase Order Receipt,34,50,warehouse2,Transaction processed for Regional location,system,2025-02-26 00:00:00
2033,2112,4-Slice Toaster,General,Main,Adjustment,2025-09-07 00:00:00,11,127.25,1399.75,ADJ-2033,Physical Count,120,131,warehouse1,Transaction processed for Main location,system,2025-09-07 00:00:00
2034,2111,High-Speed Blender,General,Main,Receipt,2025-10-06 00:00:00,117,261.16,30556.01,PO-4448,Purchase Order Receipt,1242,1359,warehouse1,Transaction processed for Main location,system,2025-10-06 00:00:00
2035,3091,Freestyle Snowboard - 155cm,General,Backup,Sale,2025-03-18 00:00:00,-49,318.81,-15621.69,SO-40154,Customer Sale,48,-1,system,Transaction processed for Backup location,system,2025-03-18 00:00:00
2036,3071,Ski Boot Bag - Premium,General,Main,Receipt,2025-12-06 00:00:00,107,203.37,21761.11,PO-6914,Purchase Order Receipt,61,168,warehouse2,Transaction processed for Main location,system,2025-12-06 00:00:00
2037,2121,Bamboo Cutting Board Set,General,Main,Sale,2025-09-07 00:00:00,-14,325.61,-4558.54,SO-32646,Customer Sale,706,692,warehouse1,Transaction processed for Main location,system,2025-09-07 00:00:00
2038,3092,All-Mountain Snowboard - 158cm,General,Main,Sale,2025-10-22 00:00:00,-15,179.94,-2699.1,SO-76719,Customer Sale,32,17,warehouse1,Transaction processed for Main location,system,2025-10-22 00:00:00
2039,1581,LED Headlamp - Rechargeable,General,Main,Receipt,2025-08-31 00:00:00,107,276.56,29591.51,PO-2580,Purchase Order Receipt,8,115,warehouse1,Transaction processed for Main location,system,2025-08-31 00:00:00
2040,3101,Winter Boots - Insulated,General,Main,Transfer,2025-01-28 00:00:00,-5,331.78,-1658.9,TRF-2876,Warehouse Transfer,90,85,system,Transaction processed for Main location,system,2025-01-28 00:00:00
2041,1542,TrailWalker Hiking Shoes,General,Main,Sale,2026-02-13 00:00:00,-13,133.25,-1732.25,SO-12894,Customer Sale,59,46,warehouse1,Transaction processed for Main location,system,2026-02-13 00:00:00
2042,2041,Serving Platter,General,Main,Receipt,2025-11-14 00:00:00,16,69.25,1107.93,PO-4284,Purchase Order Receipt,248,264,warehouse1,Transaction processed for Main location,system,2025-11-14 00:00:00
2043,3052,Thermal Base Layer Set - Women's,General,Main,Sale,2025-09-18 00:00:00,-36,46.87,-1687.32,SO-42946,Customer Sale,77,41,warehouse1,Transaction processed for Main location,system,2025-09-18 00:00:00
2044,2041,Serving Platter,General,Main,Sale,2026-01-06 00:00:00,-2,70.01,-140.02,SO-85074,Customer Sale,202,200,warehouse1,Transaction processed for Main location,system,2026-01-06 00:00:00
2045,3053,Waterproof Ski Pants,General,Regional,Adjustment,2025-02-11 00:00:00,12,29.05,348.6,ADJ-2045,Cycle Count,39,51,system,Transaction processed for Regional location,system,2025-02-11 00:00:00
2046,1561,EcoFire Camping Stove,General,Backup,Sale,2026-01-19 00:00:00,-25,224.86,-5621.5,SO-30165,Customer Sale,77,52,system,Transaction processed for Backup location,system,2026-01-19 00:00:00
2047,2071,Baking Pan,General,Main,Sale,2025-09-02 00:00:00,-40,147.18,-5887.2,SO-19463,Customer Sale,1774,1734,warehouse2,Transaction processed for Main location,system,2025-09-02 00:00:00
2048,3031,Pro Flex Racing Ski Boots,General,Regional,Receipt,2026-01-14 00:00:00,81,305.99,24785.09,PO-6681,Purchase Order Receipt,127,208,warehouse1,Transaction processed for Regional location,system,2026-01-14 00:00:00
2049,3032,Comfort Fit Recreational Boots,General,Main,Sale,2025-03-14 00:00:00,-11,46.69,-513.59,SO-26335,Customer Sale,215,204,warehouse2,Transaction processed for Main location,system,2025-03-14 00:00:00
2050,3091,Freestyle Snowboard - 155cm,General,Backup,Damage,2025-10-01 00:00:00,-3,318.81,-956.43,DMG-2050,Shipping Damage,59,56,warehouse1,Transaction processed for Backup location,system,2025-10-01 00:00:00
2051,1543,TrekStar Hiking Sandals,General,Main,Sale,2025-07-16 00:00:00,-49,55.84,-2736.16,SO-91889,Customer Sale,55,6,warehouse1,Transaction processed for Main location,system,2025-07-16 00:00:00
2052,1541,TrekReady Hiking Boots,General,Main,Damage,2025-04-27 00:00:00,-10,162.88,-1628.8,DMG-2052,Shipping Damage,31,21,warehouse2,Transaction processed for Main location,system,2025-04-27 00:00:00
2053,1581,LED Headlamp - Rechargeable,General,Main,Receipt,2025-02-03 00:00:00,138,295.81,40821.93,PO-7543,Purchase Order Receipt,7,145,warehouse2,Transaction processed for Main location,system,2025-02-03 00:00:00
2054,2101,Measuring Cup Set,General,Backup,Sale,2025-08-11 00:00:00,-26,180.04,-4681.04,SO-73852,Customer Sale,789,763,warehouse1,Transaction processed for Backup location,system,2025-08-11 00:00:00
2055,3032,Comfort Fit Recreational Boots,General,Main,Return,2025-01-19 00:00:00,5,37.35,186.76,RET-45986,Customer Return,102,107,warehouse2,Transaction processed for Main location,system,2025-01-19 00:00:00
2056,1533,RainGuard Hiking Jacket,General,Backup,Transfer,2025-01-11 00:00:00,-38,285.41,-10845.58,TRF-6622,Warehouse Transfer,12,-26,warehouse1,Transaction processed for Backup location,system,2025-01-11 00:00:00
2057,2051,Ice Cream Bowl,General,Backup,Damage,2025-05-13 00:00:00,-3,58.36,-175.08,DMG-2057,Warehouse Damage,1395,1392,warehouse1,Transaction processed for Backup location,system,2025-05-13 00:00:00
2058,2121,Bamboo Cutting Board Set,General,Main,Sale,2026-01-17 00:00:00,-50,325.61,-16280.5,SO-80802,Customer Sale,646,596,warehouse2,Transaction processed for Main location,system,2026-01-17 00:00:00
2059,3082,Edge Tuning Tool Set,General,Backup,Receipt,2025-10-21 00:00:00,182,339.39,61769.42,PO-7363,Purchase Order Receipt,58,240,warehouse1,Transaction processed for Backup location,system,2025-10-21 00:00:00
2060,1511,Alpine Explorer Tent,General,Main,Sale,2025-11-12 00:00:00,-21,244.29,-5130.09,SO-90399,Customer Sale,67,46,warehouse2,Transaction processed for Main location,system,2025-11-12 00:00:00
2061,3013,Beginner's Choice Alpine Skis - 160cm,General,Main,Receipt,2025-02-19 00:00:00,190,260.14,49427.53,PO-8603,Purchase Order Receipt,136,326,system,Transaction processed for Main location,system,2025-02-19 00:00:00
2062,3033,Women's Performance Ski Boots,General,Backup,Transfer,2026-02-09 00:00:00,-37,87.65,-3243.05,TRF-8806,Warehouse Transfer,120,83,warehouse1,Transaction processed for Backup location,system,2026-02-09 00:00:00
2063,3012,Mountain Master All-Terrain Skis - 165cm,General,Main,Transfer,2026-02-10 00:00:00,-20,118.18,-2363.6,TRF-9018,Warehouse Transfer,130,110,warehouse2,Transaction processed for Main location,system,2026-02-10 00:00:00
2064,3103,Snowboard Bindings - Pro,General,Regional,Transfer,2026-02-01 00:00:00,-23,203.37,-4677.51,TRF-7448,Warehouse Transfer,84,61,warehouse1,Transaction processed for Regional location,system,2026-02-01 00:00:00
2065,2101,Measuring Cup Set,General,Backup,Sale,2025-11-29 00:00:00,-20,180.04,-3600.8,SO-25463,Customer Sale,620,600,warehouse2,Transaction processed for Backup location,system,2025-11-29 00:00:00
2066,1562,PowerBurner Camping Stove,General,Backup,Sale,2025-04-14 00:00:00,-9,157.91,-1421.19,SO-45127,Customer Sale,12,3,system,Transaction processed for Backup location,system,2025-04-14 00:00:00
2067,1521,Adventurer Pro Backpack,General,Backup,Adjustment,2025-06-24 00:00:00,2,325.49,650.98,ADJ-2067,Cycle Count,34,36,warehouse1,Transaction processed for Backup location,system,2025-06-24 00:00:00
2068,3013,Beginner's Choice Alpine Skis - 160cm,General,Backup,Damage,2025-05-30 00:00:00,-10,251.48,-2514.8,DMG-2068,Shipping Damage,114,104,warehouse1,Transaction processed for Backup location,system,2025-05-30 00:00:00
2069,1511,Alpine Explorer Tent,General,Main,Sale,2026-02-10 00:00:00,-40,244.29,-9771.6,SO-26319,Customer Sale,35,-5,warehouse2,Transaction processed for Main location,system,2026-02-10 00:00:00
2070,3053,Waterproof Ski Pants,General,Backup,Receipt,2025-11-16 00:00:00,25,28.74,718.6,PO-6182,Purchase Order Receipt,20,45,system,Transaction processed for Backup location,system,2025-11-16 00:00:00
2071,1532,TrailBlaze Hiking Pants,General,Main,Sale,2025-06-25 00:00:00,-41,111.03,-4552.23,SO-75975,Customer Sale,46,5,system,Transaction processed for Main location,system,2025-06-25 00:00:00
